0.001,12
0.001004,12
0.001008,12
0.001012,12.8
0.001016,12.8
0.00102,12.8
0.001024,12.8
0.001028,12.8
0.001032,13.6
0.001036,14.4
0.00104,13.6
0.001044,14.4
0.001048,14.4
0.001052,13.6
0.001056,14.4
0.00106,14.4
0.001064,14.4
0.001068,14.4
0.001072,15.2
0.001076,14.4
0.00108,14.4
0.001084,14.4
0.001088,14.4
0.001092,14.4
0.001096,14.4
0.0011,14.4
0.001104,14.4
0.001108,14.4
0.001112,14.4
0.001116,13.6
0.00112,14.4
0.001124,13.6
0.001128,13.6
0.001132,13.6
0.001136,13.6
0.00114,12.8
0.001144,13.6
0.001148,13.6
0.001152,12
0.001156,12
0.00116,12
0.001164,12
0.001168,12
0.001172,12
0.001176,12
0.00118,11.2
0.001184,11.2
0.001188,10.4
0.001192,11.2
0.001196,10.4
0.0012,10.4
0.001204,10.4
0.001208,10.4
0.001212,9.6
0.001216,9.6
0.00122,9.6
0.001224,9.6
0.001228,8.8
0.001232,9.6
0.001236,8.8
0.00124,8.8
0.001244,8.8
0.001248,8.8
0.001252,8.8
0.001256,8.8
0.00126,8.8
0.001264,8.8
0.001268,8.8
0.001272,8.8
0.001276,8.8
0.00128,8.8
0.001284,8.8
0.001288,8.8
0.001292,8.8
0.001296,8.8
0.0013,9.6
0.001304,9.6
0.001308,9.6
0.001312,9.6
0.001316,9.6
0.00132,10.4
0.001324,10.4
0.001328,10.4
0.001332,10.4
0.001336,11.2
0.00134,11.2
0.001344,12
0.001348,12
0.001352,12.8
0.001356,12.8
0.00136,12.8
0.001364,12.8
0.001368,13.6
0.001372,13.6
0.001376,14.4
0.00138,15.2
0.001384,16
0.001388,16
0.001392,16
0.001396,16.8
0.0014,17.6
0.001404,17.6
0.001408,18.4
0.001412,18.4
0.001416,18.4
0.00142,18.4
0.001424,19.2
0.001428,19.2
0.001432,19.2
0.001436,20
0.00144,20
0.001444,20
0.001448,20
0.001452,20
0.001456,19.2
0.00146,20
0.001464,20
0.001468,20.8
0.001472,20
0.001476,20
0.00148,20
0.001484,19.2
0.001488,19.2
0.001492,19.2
0.001496,19.2
0.0015,19.2
0.001504,18.4
0.001508,18.4
0.001512,18.4
0.001516,18.4
0.00152,17.6
0.001524,17.6
0.001528,16.8
0.001532,16.8
0.001536,16.8
0.00154,16.8
0.001544,16
0.001548,16
0.001552,15.2
0.001556,15.2
0.00156,14.4
0.001564,14.4
0.001568,14.4
0.001572,14.4
0.001576,14.4
0.00158,14.4
0.001584,13.6
0.001588,13.6
0.001592,12.8
0.001596,12.8
0.0016,12.8
0.001604,12.8
0.001608,12
0.001612,12
0.001616,12.8
0.00162,12
0.001624,12
0.001628,12.8
0.001632,12
0.001636,12
0.00164,12
0.001644,12
0.001648,12
0.001652,12
0.001656,12
0.00166,12.8
0.001664,12.8
0.001668,13.6
0.001672,12.8
0.001676,13.6
0.00168,13.6
0.001684,13.6
0.001688,14.4
0.001692,14.4
0.001696,14.4
0.0017,15.2
0.001704,15.2
0.001708,15.2
0.001712,16
0.001716,16
0.00172,16.8
0.001724,16.8
0.001728,16.8
0.001732,17.6
0.001736,18.4
0.00174,18.4
0.001744,18.4
0.001748,20
0.001752,19.2
0.001756,20
0.00176,20.8
0.001764,20.8
0.001768,20.8
0.001772,21.6
0.001776,21.6
0.00178,22.4
0.001784,22.4
0.001788,23.2
0.001792,23.2
0.001796,24
0.0018,24
0.001804,24.8
0.001808,25.6
0.001812,24.8
0.001816,26.4
0.00182,26.4
0.001824,26.4
0.001828,26.4
0.001832,26.4
0.001836,27.2
0.00184,27.2
