-0.005,-0.8
-0.004996,-1.6
-0.004992,-1.6
-0.004988,-1.6
-0.004984,-1.6
-0.00498,-1.6
-0.004976,-1.6
-0.004972,-1.6
-0.004968,-0.8
-0.004964,-1.6
-0.00496,-1.6
-0.004956,-0.8
-0.004952,-1.6
-0.004948,-1.6
-0.004944,-0.8
-0.00494,-1.6
-0.004936,-1.6
-0.004932,-1.6
-0.004928,-1.6
-0.004924,-1.6
-0.00492,-1.6
-0.004916,-1.6
-0.004912,-1.6
-0.004908,-1.6
-0.004904,-1.6
-0.0049,-1.6
-0.004896,-1.6
-0.004892,-1.6
-0.004888,-1.6
-0.004884,-2.4
-0.00488,-1.6
-0.004876,-1.6
-0.004872,-1.6
-0.004868,-1.6
-0.004864,-1.6
-0.00486,-2.4
-0.004856,-1.6
-0.004852,-1.6
-0.004848,-1.6
-0.004844,-1.6
-0.00484,-1.6
-0.004836,-1.6
-0.004832,-0.8
-0.004828,-1.6
-0.004824,-1.6
-0.00482,-1.6
-0.004816,-1.6
-0.004812,-2.4
-0.004808,-1.6
-0.004804,-1.6
-0.0048,-1.6
-0.004796,-2.4
-0.004792,-2.4
-0.004788,-1.6
-0.004784,-1.6
-0.00478,-2.4
-0.004776,-1.6
-0.004772,-1.6
-0.004768,-2.4
-0.004764,-1.6
-0.00476,-1.6
-0.004756,-1.6
-0.004752,-1.6
-0.004748,-0.8
-0.004744,-1.6
-0.00474,-1.6
-0.004736,-1.6
-0.004732,-2.4
-0.004728,-1.6
-0.004724,-1.6
-0.00472,-1.6
-0.004716,-1.6
-0.004712,-1.6
-0.004708,-1.6
-0.004704,-1.6
-0.0047,-1.6
-0.004696,-1.6
-0.004692,-1.6
-0.004688,-1.6
-0.004684,-0.8
-0.00468,-1.6
-0.004676,-1.6
-0.004672,-0.8
-0.004668,-1.6
-0.004664,-1.6
-0.00466,-0.8
-0.004656,-1.6
-0.004652,-1.6
-0.004648,-1.6
-0.004644,-1.6
-0.00464,-1.6
-0.004636,-0.8
-0.004632,-1.6
-0.004628,-1.6
-0.004624,-0.8
-0.00462,-1.6
-0.004616,-1.6
-0.004612,-1.6
-0.004608,-0.8
-0.004604,-1.6
-0.0046,-2.4
-0.004596,-1.6
-0.004592,-0.8
-0.004588,-1.6
-0.004584,-1.6
-0.00458,-1.6
-0.004576,-1.6
-0.004572,-1.6
-0.004568,-1.6
-0.004564,-2.4
-0.00456,-1.6
-0.004556,-1.6
-0.004552,-1.6
-0.004548,-1.6
-0.004544,-1.6
-0.00454,-0.8
-0.004536,-1.6
-0.004532,-1.6
-0.004528,-2.4
-0.004524,-1.6
-0.00452,-0.8
-0.004516,-2.4
-0.004512,-1.6
-0.004508,-1.6
-0.004504,-2.4
-0.0045,-1.6
-0.004496,-1.6
-0.004492,-1.6
-0.004488,-1.6
-0.004484,-1.6
-0.00448,-1.6
-0.004476,-1.6
-0.004472,-1.6
-0.004468,-1.6
-0.004464,-1.6
-0.00446,-1.6
-0.004456,-1.6
-0.004452,-1.6
-0.004448,-1.6
-0.004444,-1.6
-0.00444,-1.6
-0.004436,-2.4
-0.004432,-2.4
-0.004428,-1.6
-0.004424,-1.6
-0.00442,-1.6
-0.004416,-2.4
-0.004412,-1.6
-0.004408,-1.6
-0.004404,-1.6
-0.0044,-1.6
-0.004396,-1.6
-0.004392,-1.6
-0.004388,-1.6
-0.004384,-1.6
-0.00438,-2.4
-0.004376,-1.6
-0.004372,-1.6
-0.004368,-1.6
-0.004364,-2.4
-0.00436,-1.6
-0.004356,-0.8
-0.004352,-2.4
-0.004348,-1.6
-0.004344,-1.6
-0.00434,-2.4
-0.004336,-2.4
-0.004332,-1.6
-0.004328,-1.6
-0.004324,-2.4
-0.00432,-2.4
-0.004316,-1.6
-0.004312,-1.6
-0.004308,-1.6
-0.004304,-1.6
-0.0043,-2.4
-0.004296,-1.6
-0.004292,-1.6
-0.004288,-1.6
-0.004284,-1.6
-0.00428,-1.6
-0.004276,-1.6
-0.004272,-2.4
-0.004268,-2.4
-0.004264,-1.6
-0.00426,-1.6
-0.004256,-1.6
-0.004252,-1.6
-0.004248,-0.8
-0.004244,-0.8
-0.00424,-1.6
-0.004236,-2.4
-0.004232,-1.6
-0.004228,-2.4
-0.004224,-1.6
-0.00422,-1.6
-0.004216,-1.6
-0.004212,-1.6
-0.004208,-2.4
-0.004204,-1.6
-0.0042,-1.6
-0.004196,-1.6
-0.004192,-1.6
-0.004188,-1.6
-0.004184,-2.4
